Title,Year,Rated,Runtime,Genre,RottenTomatoes,Metascore,IMDB,BoxOffice
Once Were Warriors,1994,R,102,"Crime, Drama",93,77,7.9,1608570
One Day,2011,PG-13,107,"Drama, Romance",35,48,7.0,13843771
One Flew Over the Cuckoo's Nest,1975,R,133,Drama,93,84,8.7,108981275
One Hundred and One Dalmatians,1961,G,79,"Animation, Adventure, Comedy",98,83,7.3,144880014
One Man Band,2005,G,4,"Animation, Short, Comedy",0,0,7.6,0
One Night in Miami...,2020,R,114,Drama,98,83,7.1,0
"One, Two, Three",1961,Not Rated,104,Comedy,88,73,7.9,0
Only Lovers Left Alive,2013,R,123,"Comedy, Drama, Fantasy",86,79,7.2,1879534
Only the Brave,2017,PG-13,134,"Action, Biography, Drama",87,72,7.6,18343983
Onward,2020,PG,102,"Animation, Action, Adventure",88,61,7.4,61555145
Open Range,2003,R,139,"Action, Drama, Romance",79,67,7.4,58331254
Operation Petticoat,1959,Approved,124,"Comedy, Romance, War",81,0,7.2,23300000
Ophelia,2018,PG-13,106,"Drama, Romance, Thriller",62,60,6.5,50722
Oppenheimer,2023,R,180,"Biography, Drama, History",93,88,8.4,326102235
Ordinary People,1980,R,124,Drama,89,86,7.7,54766923
Out of Africa,1985,PG,161,"Biography, Drama, Romance",63,69,7.1,87071205
Out of the Past,1947,Approved,97,"Crime, Drama, Film-Noir",93,85,8.0,0
Over the Moon,2020,PG,95,"Animation, Adventure, Comedy",82,60,6.3,0
P.S. I Love You,2007,PG-13,126,"Comedy, Drama, Romance",25,39,7.0,53706790
Paddington,2014,PG,95,"Adventure, Comedy, Family",97,77,7.3,76271832
Paddington 2,2017,PG,103,"Adventure, Comedy, Family",99,88,7.8,40907738
Pale Rider,1985,R,115,"Drama, Western",93,61,7.3,41410568
Palm Springs,2020,R,90,"Comedy, Fantasy, Mystery",94,83,7.4,164000
Palmer,2021,R,110,Drama,72,53,7.3,0
Paper Moon,1973,PG,102,"Comedy, Crime, Drama",91,77,8.1,0
Paperman,2012,G,7,"Animation, Short, Comedy",0,0,8.2,0
Papillon,1973,R,151,"Biography, Crime, Drama",72,58,8.0,53267000
Papillon,2017,R,133,"Adventure, Biography, Crime",52,51,7.2,2335896
"Paris, Texas",1984,R,145,Drama,94,81,8.1,2181987
Partly Cloudy,2009,G,6,"Animation, Short, Comedy",0,0,8.1,0
Past Lives,2023,PG-13,105,"Drama, Romance",96,94,8.0,10923569
Pat Garrett & Billy the Kid,1973,R,122,"Biography, Drama, Western",56,53,7.2,0
Patch Adams,1998,PG-13,115,"Biography, Comedy, Drama",21,25,6.8,135026902
Paterson,2016,R,118,"Comedy, Drama, Romance",96,90,7.3,2152738
Paths of Glory,1957,Approved,88,"Drama, War",96,90,8.4,0
Patriots Day,2016,R,133,"Action, Crime, Drama",80,69,7.3,31886361
Patton,1970,PG,172,"Biography, Drama, War",91,86,7.9,61749765
"Paul, Apostle of Christ",2018,PG-13,108,"Adventure, Biography, Drama",48,52,6.6,17560475
PAW Patrol: The Movie,2021,G,86,"Animation, Action, Adventure",80,50,6.1,40127371
Pay It Forward,2000,PG-13,123,Drama,39,40,7.2,33519628
Peaceful Warrior,2006,PG-13,120,"Drama, Romance, Sport",25,40,7.2,3960414
Pearl,2022,R,103,"Drama, Horror, Thriller",93,76,7.0,9423445
Peeping Tom,1960,Not Rated,101,"Drama, Horror, Thriller",95,0,7.6,24069
Pele: Birth of a Legend,2016,PG,107,"Biography, Drama, Sport",32,39,7.1,57046
Perfume: The Story of a Murderer,2006,R,147,"Crime, Drama, Fantasy",59,56,7.5,2223293
Peter Pan,1953,G,77,"Animation, Adventure, Family",77,76,7.3,87404651
Peter Pan,2003,PG,113,"Adventure, Family, Fantasy",77,64,6.8,48462608
Peter Rabbit 2: The Runaway,2021,PG,93,"Animation, Adventure, Comedy",67,43,6.2,40501717
Phantom of the Paradise,1974,PG,91,"Comedy, Drama, Fantasy",81,67,7.3,0
Phantom Thread,2017,R,130,"Drama, History, Romance",91,90,7.4,21198205
Philadelphia,1993,PG-13,125,Drama,81,66,7.7,77446440
Philomena,2013,PG-13,98,"Biography, Comedy, Drama",91,77,7.6,37709979
Phineas and Ferb the Movie: Candace Against the Universe,2020,TV-G,86,"Animation, Adventure, Comedy",100,77,7.0,0
Pi,1998,R,84,"Drama, Horror, Mystery",88,72,7.3,3221152
Picnic at Hanging Rock,1975,PG,115,"Drama, Mystery",92,81,7.4,49582
Pieces of a Woman,2020,R,126,Drama,76,66,7.0,0
Pink Floyd: The Wall,1982,R,95,"Drama, Fantasy, Music",72,47,8.0,22244207
Pinocchio,1940,G,88,"Animation, Adventure, Comedy",100,99,7.5,84254167
Piper,2016,G,6,"Animation, Short, Family",100,0,8.3,0
Pirates of Silicon Valley,1999,Not Rated,95,"Biography, Drama, History",89,0,7.2,0
Pirates of the Caribbean: At World's End,2007,PG-13,169,"Action, Adventure, Fantasy",44,50,7.1,309420425
Pirates of the Caribbean: Dead Man's Chest,2006,PG-13,151,"Action, Adventure, Fantasy",53,53,7.4,423315812
Pirates of the Caribbean: The Curse of the Black Pearl,2003,PG-13,143,"Action, Adventure, Fantasy",80,63,8.1,305413918
Pitch Perfect,2012,PG-13,112,"Comedy, Music, Romance",82,66,7.1,65298093
"Planes, Trains & Automobiles",1987,R,93,"Comedy, Drama",92,72,7.6,49530280
Planet of the Apes,1968,G,112,"Adventure, Sci-Fi",87,79,8.0,32589624
Platoon,1986,R,120,"Drama, War",89,92,8.1,138530565
"Play It Again, Sam",1972,PG,85,"Comedy, Romance",97,77,7.6,0
Playdate with Destiny,2020,G,5,"Animation, Short, Comedy",0,0,6.7,0
Pleasantville,1998,PG-13,124,"Comedy, Drama, Fantasy",86,71,7.5,40584421
Point Break,1991,R,122,"Action, Crime, Thriller",70,59,7.3,43218387
Poltergeist,1982,PG,114,"Horror, Thriller",88,79,7.3,77177301
Pooh's Grand Adventure: The Search for Christopher Robin,1997,G,76,"Animation, Adventure, Comedy, Family, Musical",33,0,7.1,0
Prayers for Bobby,2009,TV-14,90,"Biography, Drama, Romance",73,0,8.0,0
Precious,2009,R,110,Drama,92,78,7.3,47566524
Predator,1987,R,107,"Action, Adventure, Horror",80,47,7.8,59735548
Predestination,2014,R,97,"Action, Drama, Sci-Fi",84,69,7.4,68372
Presto,2008,G,5,"Animation, Short, Comedy",0,0,8.3,0
Pretty Woman,1990,R,119,"Comedy, Romance",65,51,7.1,178406268
Prey,2022,R,100,"Action, Adventure, Drama",94,71,7.1,0
Pride,2014,R,119,"Biography, Comedy, Drama",93,79,7.8,1446634
Pride & Prejudice,2005,PG,129,"Drama, Romance",87,82,7.8,38405088
Primal Fear,1996,R,129,"Crime, Drama, Mystery",77,47,7.7,56116183
Prison Break: The Final Break,2009,Not Rated,89,"Action, Drama, Thriller",0,0,7.9,0
Prisoners,2013,R,153,"Crime, Drama, Mystery",81,70,8.1,61002302
Professor Marston & the Wonder Women,2017,R,108,"Biography, Drama, History",87,68,7.0,1584759
Promising Young Woman,2020,R,113,"Crime, Drama, Mystery",90,72,7.5,6460965
Psycho,1960,R,109,"Horror, Mystery, Thriller",97,97,8.5,32000000
Pulp Fiction,1994,R,154,"Crime, Drama",92,95,8.9,107928762
Pulp Fiction,1994,R,154,"Crime, Drama",92,95,8.9,107928762
Punch-Drunk Love,2002,R,95,"Comedy, Drama, Romance",79,78,7.3,17844216
Purple Hearts,2022,TV-14,122,"Drama, Music, Romance",33,30,6.7,0
Puss in Boots: The Last Wish,2022,PG,102,"Animation, Adventure, Comedy",95,73,7.8,185535345
Queen & Slim,2019,R,132,"Crime, Drama, Romance",83,74,7.1,43808310
Queen of Katwe,2016,PG,124,"Biography, Drama, Sport",94,73,7.4,8874389
Quills,2000,R,124,"Biography, Drama",75,70,7.2,7065332
Quiz Show,1994,PG-13,133,"Biography, Drama, History",97,92,7.5,24822619
Quo Vadis,1951,Not Rated,171,"Biography, Drama, Romance",83,65,7.1,0
Race,2016,PG-13,134,"Biography, Drama, Sport",63,56,7.1,19206207
Radio,2003,PG,109,"Biography, Drama, Sport",35,38,6.9,52333738
Radio Days,1987,PG,88,Comedy,92,74,7.4,14792779
Raging Bull,1980,R,129,"Biography, Drama, Sport",92,90,8.1,23383987
Raiders of the Lost Ark,1981,PG,115,"Action, Adventure",93,85,8.4,248159971
Rain Man,1988,R,133,Drama,88,65,8.0,172825435
Raising Arizona,1987,PG-13,94,"Comedy, Crime",90,69,7.3,22847564
Ralph Breaks the Internet,2018,PG,112,"Animation, Adventure, Comedy",88,71,7.0,201091711
Ratatouille,2007,G,111,"Animation, Adventure, Comedy",96,96,8.1,206445654
Ray,2004,PG-13,152,"Biography, Drama, Music",79,73,7.7,75331600
Raya and the Last Dragon,2021,PG,107,"Animation, Action, Adventure",93,74,7.3,54723032
Ready or Not,2019,R,95,"Action, Comedy, Horror",89,64,6.9,28714231
Ready Player One,2018,PG-13,140,"Action, Adventure, Sci-Fi",72,64,7.4,137715350
Re-Animator,1985,Not Rated,84,"Comedy, Horror, Sci-Fi",94,73,7.2,2023414
Rear Window,1954,PG,112,"Mystery, Thriller",98,100,8.5,36764313
Rebecca,1940,Approved,130,"Drama, Film-Noir, Mystery",98,86,8.1,0
Rebel Without a Cause,1955,PG-13,111,Drama,93,89,7.6,212780
Red Dog,2011,PG,92,"Biography, Comedy, Drama",84,0,7.3,0
Red River,1948,Approved,133,"Drama, Western",100,96,7.8,0
Red Shoes and the Seven Dwarfs,2019,PG,92,"Animation, Action, Adventure",40,0,6.4,0
"Red, White & Royal Blue",2023,R,118,"Comedy, Romance",76,61,7.0,0
Redeeming Love,2022,PG-13,134,"Drama, Romance",11,32,6.7,9214020
Regular Show: The Movie,2015,TV-PG,70,"Animation, Action, Adventure",0,0,7.4,0
Reign Over Me,2007,R,124,Drama,64,61,7.4,19661987
Remember,2015,R,94,"Drama, Mystery, Thriller",69,52,7.5,1184564
Remember Me,2010,PG-13,113,"Drama, Romance",26,40,7.1,19068240
Remember Sunday,2013,TV-PG,96,"Drama, Romance",0,0,6.9,0
Remember the Titans,2000,PG,113,"Biography, Drama, Sport",72,48,7.8,115719751
Repulsion,1965,Not Rated,105,"Drama, Horror, Thriller",96,91,7.6,0
Requiem for a Dream,2000,Not Rated,102,Drama,78,71,8.3,3635482
Reservoir Dogs,1992,R,99,"Crime, Thriller",90,81,8.3,2832029
Resort to Love,2021,PG,101,"Comedy, Romance",61,46,5.7,0
Richard Jewell,2019,R,131,"Biography, Crime, Drama",77,68,7.5,22345542
Ricky Gervais: Humanity,2018,TV-MA,79,Comedy,47,0,7.9,0
Riley's First Date?,2015,G,5,"Animation, Short, Comedy, Family, Romance",0,0,7.5,0
Rio Bravo,1959,Approved,141,"Drama, Western",96,93,8.0,12535000
Rise of the Guardians,2012,PG,97,"Animation, Action, Adventure",74,58,7.2,103412758
Rise of the Planet of the Apes,2011,PG-13,105,"Action, Drama, Sci-Fi",82,68,7.6,176760185
Road to Perdition,2002,R,117,"Crime, Drama, Thriller",81,72,7.7,104454762
Robin Hood,1973,G,83,"Animation, Adventure, Comedy",58,57,7.5,0
RoboCop,1987,R,102,"Action, Crime, Sci-Fi",92,70,7.6,53424681
Rocketman,2019,R,121,"Biography, Drama, Music",89,69,7.3,96368160
Rocky,1976,PG,120,"Drama, Sport",92,70,8.1,117235147
Rocky II,1979,PG,119,"Drama, Sport",70,61,7.3,85182160
Rocky IV,1985,PG,91,"Drama, Sport",39,40,6.9,127873716
Rogue One: A Star Wars Story,2016,PG-13,133,"Action, Adventure, Sci-Fi",84,65,7.8,533539991
Roman Holiday,1953,Approved,118,"Comedy, Romance",95,78,8.0,0
Romeo and Juliet,1968,PG,138,"Drama, Romance",95,69,7.6,0
Ron's Gone Wrong,2021,PG,107,"Animation, Adventure, Comedy",80,65,7.0,23009270
Room,2015,R,118,"Drama, Thriller",93,86,8.1,14677654
Rope,1948,Approved,80,"Crime, Drama, Mystery",93,73,7.9,0
Rosemary's Baby,1968,Approved,137,"Drama, Horror",96,96,8.0,0
Ruby Gillman: Teenage Kraken,2023,PG,91,"Animation, Action, Adventure",66,50,5.7,15753600
Ruby Sparks,2012,R,104,"Comedy, Drama, Fantasy",79,67,7.2,2540106
Rudolph the Red-Nosed Reindeer,1964,TV-G,47,"Animation, Adventure, Comedy",95,0,8.0,0
Rudy,1993,PG,114,"Biography, Drama, Sport",77,71,7.5,22881563
Run,2020,PG-13,90,"Mystery, Thriller",89,67,6.7,0
Rush,2013,R,123,"Action, Biography, Drama",88,74,8.1,26947624
Rushmore,1998,R,93,"Comedy, Drama, Romance",90,86,7.6,17105219
Sabrina,1954,Approved,113,"Comedy, Drama, Romance",94,72,7.6,0
Safe Haven,2013,PG-13,115,"Drama, Romance, Thriller",13,34,6.6,71349120
Safety Last!,1923,Not Rated,74,"Action, Comedy, Thriller",97,0,8.1,0
Saltburn,2023,R,131,"Comedy, Drama, Thriller",0,0,7.5,8638375
Santa Sangre,1989,NC-17,123,"Drama, Horror, Thriller",86,0,7.5,0
Saving Mr. Banks,2013,PG-13,125,"Biography, Comedy, Drama",79,65,7.5,83301580
Saving Private Ryan,1998,R,169,"Drama, War",94,91,8.6,217049603
Saw,2004,R,103,"Horror, Mystery, Thriller",50,46,7.6,56000369
Saw X,2023,R,118,"Horror, Mystery, Thriller",0,0,6.6,53607898
Say Anything,1989,PG-13,100,"Comedy, Drama, Romance",98,86,7.3,20781385
Scarface,1983,NC-17,170,"Crime, Drama",79,65,8.3,45967303
Scarface,1932,PG,93,"Action, Crime, Drama",98,90,7.7,0
Scarlet Street,1945,Approved,102,"Crime, Drama, Film-Noir",100,0,7.7,0
Scent of a Woman,1992,R,156,Drama,85,59,8.0,63095253
Schindler's List,1993,R,195,"Biography, Drama, History",98,95,9.0,96898818
Schindler's List,1993,R,195,"Biography, Drama, History",98,95,9.0,96898818
School of Rock,2003,PG-13,109,"Comedy, Music",92,82,7.2,81261177
Scoob!,2020,PG,93,"Animation, Adventure, Comedy",48,43,5.6,2188425
Scooby-Doo and the Alien Invaders,2000,Not Rated,74,"Animation, Adventure, Comedy, Family, Mystery, Sci-Fi",80,0,6.8,0
Scooby-Doo and the Cyber Chase,2001,Not Rated,74,"Animation, Action, Adventure, Comedy, Family, Mystery, Sci-Fi",60,0,7.0,0
Scooby-Doo and the Loch Ness Monster,2004,TV-Y7,74,"Animation, Adventure, Comedy, Family, Fantasy, Mystery",0,0,6.7,0
Scooby-Doo and the Witch's Ghost,1999,Not Rated,66,"Animation, Comedy, Family, Fantasy, Mystery",50,0,7.3,0
Scooby-Doo in Where's My Mummy?,2005,G,75,"Animation, Adventure, Comedy, Family, Fantasy, Mystery",0,0,6.7,0
Scooby-Doo on Zombie Island,1998,TV-G,77,"Animation, Adventure, Comedy, Family, Fantasy, Mystery",88,0,7.8,0
Scott Pilgrim vs. the World,2010,PG-13,112,"Action, Comedy, Fantasy",82,69,7.5,33281690
Scream,1996,R,111,"Horror, Mystery",81,65,7.4,103046663
Scream VI,2023,R,122,"Horror, Mystery, Thriller",76,61,6.5,108161389
Se7en,1995,R,127,"Crime, Drama, Mystery",83,65,8.6,100125643
Searching,2018,PG-13,102,"Drama, Mystery, Thriller",92,71,7.6,26020957
Searching for Bobby Fischer,1993,PG,109,"Biography, Drama, Sport",100,89,7.4,7266383
Secondhand Lions,2003,PG,109,"Comedy, Drama, Family",60,52,7.5,42070939
Seconds,1966,R,106,"Sci-Fi, Thriller",79,71,7.6,0
Secret of the Wings,2012,G,75,"Animation, Family, Fantasy",62,0,7.0,0
Secretariat,2010,PG,123,"Biography, Drama, Family",64,61,7.2,59713955
Secrets & Lies,1996,R,136,"Comedy, Drama",96,91,8.0,13417292
Selena,1997,PG,127,"Biography, Drama, Music",66,67,6.8,35764351
Selma,2014,PG-13,128,"Biography, Drama, History",99,79,7.5,52076908
Sense and Sensibility,1995,PG,136,"Drama, Romance",97,84,7.7,43182776
Serenity,2005,PG-13,119,"Action, Adventure, Sci-Fi",82,74,7.8,25514517
Serpico,1973,R,130,"Biography, Crime, Drama",93,83,7.7,29800000
Set It Off,1996,R,123,"Action, Crime, Drama",71,62,6.9,36461139
Seven Brides for Seven Brothers,1954,Approved,102,"Musical, Romance, Western",89,75,7.3,0
Seven Pounds,2008,PG-13,123,"Drama, Mystery, Thriller",27,36,7.6,69951824
Seven Years in Tibet,1997,PG-13,136,"Adventure, Biography, Drama",58,55,7.1,37957682
Shadow of a Doubt,1943,Approved,108,"Film-Noir, Thriller",100,94,7.8,0
Shane,1953,Not Rated,118,"Drama, Western",97,85,7.6,0
Shang-Chi and the Legend of the Ten Rings,2021,PG-13,132,"Action, Adventure, Fantasy",92,71,7.4,224543292
Sharper,2023,R,116,"Crime, Drama, Thriller",69,65,6.7,0
Shaun of the Dead,2004,R,99,"Comedy, Horror",92,76,7.9,13542874
She Said,2022,R,129,"Drama, History",0,0,7.3,5825995
Shelter,2007,R,97,"Drama, Romance, Sport",60,66,7.6,142666
Sherlock Holmes,2009,PG-13,128,"Action, Adventure, Mystery",70,57,7.6,209028679
Sherlock Holmes: A Game of Shadows,2011,PG-13,129,"Action, Adventure, Mystery",60,48,7.4,186848418
Sherlock Jr.,1924,Approved,45,"Action, Comedy, Romance",93,0,8.2,977375
Shine,1996,PG-13,105,"Biography, Drama, Music",91,87,7.6,35892330
Shiva Baby,2020,Not Rated,77,"Comedy, Drama",97,79,7.1,204435
Shooter,2007,R,124,"Action, Drama, Thriller",48,53,7.1,47003582
Short Cuts,1993,R,188,"Comedy, Drama",95,81,7.7,6110979
Short Term 12,2013,R,96,Drama,98,82,7.9,1013100
Shrek,2001,PG,90,"Animation, Adventure, Comedy",88,84,7.9,268349831
Shrek 2,2004,PG,93,"Animation, Adventure, Comedy",89,75,7.3,441226247
Shutter Island,2010,R,138,"Mystery, Thriller",69,63,8.2,128012934
Sicario,2015,R,121,"Action, Crime, Drama",92,82,7.7,46889293
Sideways,2004,R,127,"Comedy, Drama, Romance",97,94,7.5,71503593
Silence,2016,R,161,"Drama, History",83,79,7.2,7100177
Silver Linings Playbook,2012,R,122,"Comedy, Drama, Romance",92,81,7.7,132092958
Sin City,2005,R,124,"Crime, Thriller",76,74,8.0,74103820
Sing,2016,PG,108,"Animation, Comedy, Family",71,59,7.1,270578425
Sing 2,2021,PG,110,"Animation, Adventure, Comedy",72,49,7.4,162790990
Sing Street,2016,PG-13,106,"Comedy, Drama, Music",95,79,7.9,3237118
Singin' in the Rain,1952,G,103,"Comedy, Musical, Romance",100,99,8.3,1884537
Skin,2018,R,118,"Biography, Crime, Drama",76,58,6.8,0
Skyfall,2012,PG-13,143,"Action, Adventure, Thriller",92,81,7.8,304360277
SLC Punk!,1998,R,97,"Comedy, Drama, Music",62,50,7.4,299569
Sleepers,1996,R,147,"Crime, Drama, Thriller",73,49,7.5,53315285
Sleepy Hollow,1999,R,105,"Fantasy, Horror, Mystery",70,65,7.3,101071502
Sleuth,1972,PG,138,"Mystery, Thriller",89,0,8.0,4081254
Sling Blade,1996,R,135,Drama,97,84,8.0,24444121
Slumberland,2022,PG,117,"Adventure, Comedy, Drama",40,40,6.7,0
Slumdog Millionaire,2008,R,120,"Crime, Drama, Romance",91,84,8.0,141319928
Smoke,1995,R,112,"Comedy, Drama",88,70,7.4,8367636
Snatch,2000,R,102,"Comedy, Crime",74,55,8.2,30328156
Snow White and the Seven Dwarfs,1937,Approved,83,"Animation, Adventure, Family",97,96,7.6,184925486
Snowden,2016,R,134,"Biography, Crime, Drama",61,58,7.3,21587519
Some Like It Hot,1959,Approved,121,"Comedy, Music, Romance",94,98,8.2,0
Somewhere in Time,1980,PG,103,"Drama, Fantasy, Romance",52,29,7.2,9709597
Son of Batman,2014,PG-13,74,"Animation, Action, Adventure, Crime, Drama, Fantasy, Mystery",64,0,6.7,0
Song of the Sea,2014,PG,93,"Animation, Adventure, Drama",99,85,8.0,857522
Sonic the Hedgehog,2020,PG,99,"Action, Adventure, Comedy",63,47,6.5,148974665
Sonic the Hedgehog 2,2022,PG,122,"Action, Adventure, Comedy",69,47,6.5,190872904
Sophie's Choice,1982,R,150,"Drama, Romance",76,68,7.5,30036000
Sorcerer,1977,PG,121,"Adventure, Drama, Thriller",82,68,7.7,0
Sorry We Missed You,2019,Not Rated,101,Drama,88,82,7.6,28273
Soul,2020,PG,100,"Animation, Adventure, Comedy",95,83,8.0,0
Soul Surfer,2011,PG,112,"Biography, Drama, Family",45,53,7.0,43853424
Sound of Freedom,2023,PG-13,131,"Biography, Crime, Drama",57,43,7.7,184178046
Sound of Metal,2019,R,120,"Drama, Music",97,82,7.7,0
Source Code,2011,PG-13,93,"Action, Drama, Mystery",92,74,7.5,54712227
"South Park: Bigger, Longer & Uncut",1999,R,81,"Animation, Comedy, Fantasy",80,73,7.7,52037603
South Park: Post Covid - The Return of Covid,2021,TV-MA,62,"Animation, Comedy",0,0,7.5,0
Southpaw,2015,R,124,"Action, Drama, Sport",60,57,7.3,52421953
Spartacus,1960,PG-13,197,"Adventure, Biography, Drama",94,87,7.9,1830650
Speed,1994,R,116,"Action, Adventure, Thriller",95,78,7.3,121248145
Spellbound,1945,Approved,111,"Film-Noir, Mystery, Romance",86,79,7.5,0
Spider-Man,2002,PG-13,121,"Action, Adventure, Sci-Fi",90,73,7.4,407022860
Spider-Man 2,2004,PG-13,127,"Action, Adventure, Sci-Fi",93,83,7.5,373585825
Spider-Man: Across the Spider-Verse,2023,PG,140,"Animation, Action, Adventure",95,86,8.7,381311319
Spider-Man: Far from Home,2019,PG-13,129,"Action, Adventure, Comedy",90,69,7.4,390532085
Spider-Man: Homecoming,2017,PG-13,133,"Action, Adventure, Sci-Fi",92,73,7.4,334201140
Spider-Man: Into the Spider-Verse,2018,PG,117,"Animation, Action, Adventure",97,87,8.4,190241310
Spider-Man: No Way Home,2021,PG-13,148,"Action, Adventure, Fantasy",93,71,8.2,814115070
Spies in Disguise,2019,PG,102,"Animation, Action, Adventure",77,54,6.8,66757013
Spirit Untamed,2021,PG,88,"Animation, Adventure, Comedy",47,49,5.5,17716215
Spirit: Stallion of the Cimarron,2002,G,83,"Animation, Adventure, Drama",69,52,7.2,73280117
Split,2016,PG-13,117,"Horror, Thriller",78,63,7.3,138291365
Spotlight,2015,R,129,"Biography, Crime, Drama",97,93,8.1,45055776
St. Vincent,2014,PG-13,102,"Comedy, Drama",77,64,7.2,44137712
Stagecoach,1939,Approved,96,"Adventure, Drama, Western",100,93,7.8,0
Stalag 17,1953,Not Rated,120,"Comedy, Drama, War",91,84,8.0,0
Stand and Deliver,1988,PG,103,"Biography, Drama",90,77,7.3,13994920
Stand by Me,1986,R,89,"Adventure, Comedy, Drama",92,75,8.1,52287414
Star Trek,2009,PG-13,127,"Action, Adventure, Sci-Fi",94,82,7.9,257730019
Star Trek II: The Wrath of Khan,1982,PG,113,"Action, Adventure, Sci-Fi",87,68,7.7,79707906
Star Trek Into Darkness,2013,PG-13,132,"Action, Adventure, Sci-Fi",84,72,7.7,228778661
Star Trek IV: The Voyage Home,1986,PG,119,"Action, Adventure, Comedy",82,71,7.3,109713132
Star Trek: First Contact,1996,PG-13,111,"Action, Adventure, Drama",93,71,7.6,92027888
Star Wars: Episode III - Revenge of the Sith,2005,PG-13,140,"Action, Adventure, Fantasy",79,68,7.6,380270577
Star Wars: Episode IV - A New Hope,1977,PG,121,"Action, Adventure, Fantasy",93,90,8.6,460998507
Star Wars: Episode V - The Empire Strikes Back,1980,PG,124,"Action, Adventure, Fantasy",95,82,8.7,292753960
Star Wars: Episode VI - Return of the Jedi,1983,PG,131,"Action, Adventure, Fantasy",83,58,8.3,316566101
Star Wars: Episode VII - The Force Awakens,2015,PG-13,138,"Action, Adventure, Sci-Fi",93,80,7.8,936662225
Stardust,2007,PG-13,127,"Adventure, Family, Fantasy",77,66,7.6,38634938
Stargate: Continuum,2008,Not Rated,98,"Action, Adventure, Drama, Fantasy, Sci-Fi",0,0,7.5,0
Stargate: The Ark of Truth,2008,Not Rated,101,"Action, Adventure, Drama, Fantasy, Sci-Fi",0,0,7.4,0
Stargirl,2020,PG,107,"Comedy, Drama, Family",68,61,6.2,0
Starred Up,2013,Not Rated,106,"Crime, Drama",99,81,7.3,54915
Starship Troopers,1997,R,129,"Action, Adventure, Sci-Fi",72,52,7.3,54814377
Status Update,2018,PG-13,106,"Comedy, Fantasy, Romance",0,0,5.8,4764
Steamboat Willie,1928,TV-Y7,8,"Animation, Short, Comedy",100,0,7.5,0
Steel Magnolias,1989,PG,117,"Comedy, Drama, Romance",67,56,7.3,84614512
Stepmom,1998,PG-13,125,"Comedy, Drama",44,58,6.8,91137662
Steven Universe: The Movie,2019,TV-PG,82,"Animation, Action, Adventure",100,0,7.7,0
Still Alice,2014,PG-13,101,Drama,85,72,7.5,18754371
Still Life,2013,TV-14,92,Drama,63,45,7.4,9481
Straight Outta Compton,2015,R,147,"Biography, Drama, History",89,72,7.8,161197785
Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,2021,Not Rated,78,"Animation, Adventure, Comedy, Family, Fantasy, Horror, Mystery",0,0,0.0,0
Strange Magic,2015,PG,99,"Animation, Adventure, Comedy",18,25,5.7,12429583
Stranger Than Fiction,2006,PG-13,113,"Comedy, Drama, Fantasy",73,67,7.5,40660952
Stranger Than Paradise,1984,R,89,"Comedy, Drama",96,86,7.4,2436000
Strangers on a Train,1951,PG,101,"Crime, Drama, Film-Noir",98,88,7.9,26597
Straw Dogs,1971,R,113,"Crime, Drama, Thriller",82,73,7.4,0
Strays,2023,R,93,"Adventure, Comedy",0,0,6.3,23988885
Submarine,2010,R,97,"Comedy, Drama, Romance",88,76,7.3,467602
Suffragette,2015,PG-13,106,"Drama, History",73,64,6.9,4702420
Suicide Squad: Hell to Pay,2018,R,86,"Animation, Action, Fantasy, Sci-Fi",88,0,7.0,0
Suite Française,2014,Not Rated,107,"Drama, Romance, Thriller",76,63,7.0,0
Sullivan's Travels,1941,Approved,90,"Adventure, Comedy, Drama",100,0,7.9,0
Sully,2016,PG-13,96,"Biography, Drama",85,74,7.4,125070033
Sunrise,1927,Approved,94,"Drama, Romance",98,95,8.1,0
Sunset Blvd.,1950,Approved,110,"Drama, Film-Noir",98,94,8.4,299645
Superbad,2007,R,113,Comedy,88,76,7.6,121463226
Superman,1978,PG,143,"Action, Adventure, Sci-Fi",94,82,7.4,134478449
Superman/Batman: Apocalypse,2010,PG-13,78,"Animation, Action, Adventure, Sci-Fi",20,0,7.1,0
Superman/Shazam!: The Return of Black Adam,2010,PG-13,25,"Animation, Short, Action, Adventure, Fantasy, Sci-Fi",0,0,7.1,0
Superman: Man of Tomorrow,2020,PG-13,86,"Animation, Action, Sci-Fi",93,0,6.4,0
Superman: Red Son,2020,PG-13,84,"Animation, Action, Sci-Fi",89,0,6.4,0
Suspicion,1941,Approved,99,"Film-Noir, Mystery, Thriller",97,83,7.3,0
Swan Song,2021,R,116,"Drama, Romance, Sci-Fi",79,66,6.8,0
Sweeney Todd: The Demon Barber of Fleet Street,2007,R,116,"Drama, Horror, Musical",86,83,7.3,52898073
Sweet Smell of Success,1957,Approved,96,"Drama, Film-Noir",98,100,8.0,0
"Synecdoche, New York",2008,R,124,Drama,69,67,7.5,3083538
Take Shelter,2011,R,120,"Drama, Horror, Sci-Fi",92,85,7.3,1730296
Take the Money and Run,1969,PG,85,"Comedy, Crime",91,67,7.2,0
Taken,2008,PG-13,90,"Action, Crime, Thriller",60,51,7.8,145000989
Talk to Me,2022,R,95,"Horror, Thriller",94,72,7.1,48299436
Tangled,2010,PG,100,"Animation, Adventure, Comedy",89,71,7.7,200821936
Tangled Ever After,2012,G,6,"Animation, Short, Adventure",0,0,7.5,0
